,magnitude median,magnitude mean
302,6.6691654865280725e-06,0.006053879391402006
303,1.3990049362182617,8.187410354614258
304,1.426262617111206,7.762824058532715
305,0.9773558378219604,5.855268478393555
306,0.9998330473899841,6.387228012084961
307,1.4472875595092773,7.34037971496582
308,1.0138287544250488,6.3778839111328125
309,1.2577307224273682,6.571497917175293
310,6.0084880715294275e-06,0.00689532607793808
311,1.2322362661361694,6.892458915710449
312,0.9245247840881348,6.162196159362793
313,1.1144198179244995,7.804937839508057
314,5.852173671883065e-06,0.007138598710298538
315,1.2312238216400146,7.8831634521484375
316,0.5379756689071655,6.011784553527832
317,2.6181965949945152e-05,0.012352320365607738
318,0.5728959441184998,6.331680774688721
319,0.4609033465385437,5.980806350708008
320,0.5507513284683228,5.888062953948975
321,0.613466739654541,6.308773994445801
322,0.3630951941013336,5.762168884277344
323,0.5198758840560913,5.945870876312256
324,0.5631518363952637,6.034719944000244
325,2.8890458452224266e-06,0.005456787068396807
326,0.7794380784034729,7.31110143661499
327,1.6077869076980278e-05,0.011359413154423237
328,0.8044524192810059,7.512835502624512
329,0.4634769558906555,5.4491047859191895
330,0.809025764465332,7.654876232147217
331,0.5846956968307495,6.292726993560791
332,0.6967347860336304,6.896507263183594
333,0.48930734395980835,5.863358497619629
334,0.7543755769729614,7.434467792510986
335,2.9521693249989767e-06,0.006387608591467142
336,0.4930550456047058,6.826159477233887
337,0.7585904598236084,7.625528335571289
338,0.8330506086349487,9.05251693725586
339,3.354286036483245e-06,0.007249308284372091
340,0.6193839311599731,7.587744235992432
341,0.5393730401992798,7.641197681427002
342,0.6199930906295776,7.270181179046631
343,1.098496675491333,9.236063003540039
344,0.7047122716903687,7.4374237060546875
345,0.7429950833320618,7.6078338623046875
346,1.7212863895110786e-05,0.011403815820813179
347,0.9076465964317322,8.114924430847168
348,0.9373757839202881,7.587599754333496
349,0.9738650321960449,7.328441143035889
350,1.292473554611206,8.938806533813477
351,0.14877071976661682,2.288214921951294
352,2.785398464766331e-06,0.004994402639567852
353,2.347533702850342,7.725490093231201
354,2.2266585801844485e-06,0.006422577425837517
355,1.1631648540496826,7.92849063873291
356,1.1081864833831787,7.914229393005371
357,0.7579828500747681,7.2441511154174805
358,0.7145508527755737,7.37565803527832
359,0.6659280061721802,7.5768513679504395
360,0.5653400421142578,7.441152095794678
361,0.5169336199760437,7.137526512145996
362,0.5115129947662354,6.872890472412109
363,5.934526825512876e-07,0.004737083334475756
364,0.6858062148094177,8.011931419372559
365,0.7018728852272034,8.698702812194824
366,0.7227027416229248,7.872187614440918
367,0.8485857844352722,9.949721336364746
368,0.6952506303787231,6.990849494934082
369,0.9502041339874268,11.230626106262207
370,0.6232529878616333,6.424482345581055
371,1.1865980695802136e-06,0.00574148865416646
372,0.8330532312393188,5.931732177734375
373,0.8969582319259644,7.303818225860596
374,5.2446061999944504e-06,0.010001367889344692
375,0.8104102611541748,6.783022403717041
376,5.126750238559907e-06,0.00950715970247984
377,0.7240355610847473,6.545335292816162
378,0.5867894887924194,6.5503315925598145
379,0.7084836959838867,6.671678066253662
380,1.8608844811751624e-06,0.00614938884973526
381,0.7099224925041199,6.403364181518555
382,0.6715467572212219,6.533490180969238
383,0.6802324056625366,6.62764310836792
384,0.6449118256568909,6.110638618469238
385,0.6640782952308655,6.227139949798584
386,0.812968373298645,5.589477062225342
387,6.882386969664367e-06,0.010784333571791649
388,0.5661801099777222,6.068869590759277
389,1.6937156033236533e-06,0.00599318090826273
390,0.7598938941955566,5.253929615020752
391,4.056968009535922e-06,0.009140050038695335
392,0.6183624267578125,6.129402160644531
393,0.7231396436691284,5.825718402862549
394,2.1288149127940414e-06,0.00726497545838356
395,0.7012354731559753,5.173644065856934
396,0.6553311944007874,5.242588043212891
397,0.6781916618347168,5.712871074676514
398,3.180086423526518e-06,0.009022009558975697
399,0.5990530252456665,5.208611011505127
400,0.628541111946106,7.427155494689941
401,0.5581637620925903,7.981993198394775
402,1.1712484138115542e-06,0.005502171814441681
403,0.4654017686843872,4.743880271911621
404,1.216907548950985e-06,0.006246164906769991
405,0.23062817752361298,5.158502578735352
406,0.47051888704299927,4.760251522064209
407,0.48476341366767883,5.804027557373047
408,0.5653656721115112,4.8513617515563965
409,0.7231531143188477,5.579219341278076
410,0.5296405553817749,4.259646415710449
411,4.165935479250038e-06,0.009793553501367569
412,0.7738170027732849,5.665884971618652
413,1.16685760076507e-06,0.01027531549334526
414,0.822312593460083,4.7659912109375
415,3.022705641342327e-06,0.009546574205160141
416,0.8949633836746216,4.491181373596191
417,2.995607019329327e-06,0.009962495416402817
418,0.7592538595199585,4.448484897613525
419,2.5685326363600325e-06,0.009389488026499748
420,0.7669209241867065,6.6002302169799805
421,0.5775896310806274,4.077774524688721
422,0.6877515912055969,4.669270038604736
423,0.7686693668365479,6.917346000671387
424,1.2167333807155956e-06,0.005307470913976431
425,0.860336422920227,4.075395107269287
426,1.7372228739986895e-06,0.00596396392211318
427,0.2951526939868927,4.846749782562256
428,0.9952759146690369,6.794708728790283
429,0.8878357410430908,5.934667110443115
430,0.8117783069610596,5.300682544708252
431,1.09163236618042,4.604597091674805
432,5.505631634150632e-06,0.009294607676565647
433,0.9619309902191162,4.466410160064697
434,1.3402190208435059,5.247941017150879
435,0.9656987190246582,6.495704650878906
436,1.373304843902588,4.701773643493652
437,5.2793639042647555e-06,0.007281196303665638
438,1.4360196590423584,5.713752269744873
439,0.8093864917755127,6.151944160461426
440,1.2543071508407593,4.531426429748535
441,7.073755114106461e-06,0.008630648255348206
442,1.9055171012878418,4.734735012054443
443,7.351153271883959e-06,0.007497523911297321
444,1.4839693307876587,5.210866928100586
445,1.6018562316894531,4.996800899505615
446,1.9726711511611938,5.064871788024902
447,1.1103970791737083e-05,0.008994067087769508
448,1.8032610416412354,6.102823734283447
449,1.940617561340332,6.097157955169678
450,6.186595783219673e-06,0.0053697130642831326
451,1.9243955612182617,4.8792405128479
452,1.832585334777832,5.367451190948486
453,2.312323570251465,7.058725833892822
454,8.75165824254509e-06,0.006260192487388849
455,2.1896800994873047,5.529726505279541
456,1.9871323108673096,5.4197587966918945
457,2.6041665077209473,7.0124592781066895
458,2.705392599105835,5.7383131980896
459,2.4753451347351074,6.275086879730225
460,2.8357996940612793,5.928023815155029
461,1.3128928912919946e-05,0.008057133294641972
462,2.4687373673115687e-11,8.20649802335538e-05
463,3.6539111137390137,6.51203727722168
464,2.544748306274414,6.065786838531494
465,1.3729141755902674e-05,0.007025701925158501
466,2.623122215270996,5.917984485626221
467,2.7066545486450195,6.073480606079102
468,2.8310437202453613,6.021738052368164
469,2.881467580795288,5.974266529083252
470,3.0644357204437256,6.088528156280518
471,3.1350231170654297,6.171893119812012
472,3.2419278621673584,6.090972900390625
473,4.4920368964085355e-05,0.010791372507810593
474,4.447732925415039,6.5464301109313965
475,1.6918986148084514e-05,0.009206769056618214
476,3.361610174179077,5.8537983894348145
477,3.1120147705078125,5.860877990722656
478,1.395472736476222e-05,0.0065447804518043995
479,4.658190727233887,6.94010591506958
480,1.599702227395028e-05,0.008464649319648743
481,3.276732921600342,6.211977958679199
482,3.4272217750549316,6.659402370452881
483,4.006601810455322,6.756305694580078
484,1.9205988792236894e-05,0.008653145283460617
485,3.5873301029205322,6.331006050109863
486,3.7142319679260254,6.250108242034912
487,4.050937652587891,6.378417491912842
488,2.2617728973273188e-05,0.009434923529624939
489,3.819988250732422,6.356719493865967
490,3.5147135257720947,5.916708946228027
491,3.695432662963867,6.0244669914245605
492,3.804201126098633,6.018218040466309
493,9.955864516086876e-05,0.011447317898273468
494,3.924013137817383,6.0028486251831055
495,1.7706181097310036e-05,0.007842687889933586
496,3.698131799697876,6.035521030426025
497,3.948772430419922,6.355311870574951
498,4.091948509216309,6.204870223999023
499,4.109012603759766,6.303055763244629
500,3.9669110774993896,6.156759738922119
501,2.3125336156226695e-05,0.009027991443872452
502,6.629735871399589e-09,7.714293315075338e-05
503,3.778280735015869,6.2666015625
504,3.697479486465454,6.130777359008789
505,1.9744184101000428e-05,0.008227722719311714
506,3.5731701850891113,6.171406269073486
507,3.4736580848693848,5.817646503448486
508,4.057757377624512,9.098804473876953
509,2.9168872833251953,7.386679172515869
510,1.1112739230156876e-05,0.005011017434298992
511,3.5515623092651367,5.660827159881592
512,2.2893972396850586,6.688302993774414
513,1.1588954293983988e-05,0.005566304083913565
514,3.0298242568969727,5.767913818359375
515,3.0388169288635254,5.313700199127197
516,1.4161905710352585e-05,0.008222349919378757
517,3.1105294227600098,5.509105682373047
518,1.1830561561509967e-05,0.007920442149043083
519,2.958479166030884,6.682991027832031
520,7.533458301622886e-06,0.005677506327629089
521,2.7123937606811523,6.36712646484375
522,2.202238082885742,4.960940361022949
523,7.910401109256782e-06,0.00619934406131506
524,2.531938076019287,6.0839128494262695
525,2.489108085632324,7.533438682556152
526,2.8224470615386963,7.145325660705566
527,2.2603485584259033,6.450612545013428
528,2.6924901008605957,7.662291526794434
529,3.55709926225245e-06,0.004719334654510021
530,2.6307013034820557,5.3550848960876465
531,2.9344522953033447,7.84051513671875
532,2.9749937057495117,5.991726398468018
533,1.6403048038482666,6.272531032562256
534,2.976431369781494,6.734803199768066
535,3.4174373149871826,8.78113842010498
536,4.220206392346881e-06,0.006041090469807386
537,2.192917823791504,5.277599811553955
538,2.705599069595337,7.275104522705078
539,1.4708884954452515,6.934122085571289
540,3.482492047623964e-06,0.005818102043122053
541,2.3543450832366943,5.349595546722412
542,2.5340966658404795e-06,0.005086779128760099
543,1.8692102432250977,7.618199348449707
544,2.3357958793640137,5.5470967292785645
545,2.5226058959960938,8.073403358459473
546,1.3160940408706665,6.65118408203125
547,1.7260799407958984,5.449478626251221
548,2.11415958404541,6.8893232345581055
549,1.3214552402496338,7.597853660583496
550,2.105112075805664,5.907430171966553
551,6.379548267432256e-06,0.00693218968808651
552,2.428657054901123,7.216068744659424
553,2.8655271530151367,6.141833782196045
554,2.6603503227233887,7.055212020874023
555,9.530171155347489e-06,0.008092016912996769
556,3.1555871963500977,6.590773105621338
557,7.940829163999297e-06,0.006847658660262823
558,2.7311153411865234,6.417394161224365
559,3.1700081825256348,7.184101104736328
560,2.9611635208129883,8.883593559265137
561,3.3145785331726074,7.231979846954346
562,3.2856829166412354,8.453965187072754
563,3.429543972015381,7.401947021484375
564,1.1953909961448517e-05,0.007637235336005688
565,4.440601348876953,7.695505619049072
566,1.3163340554456227e-05,0.00778535008430481
567,4.794695854187012,7.842040538787842
568,4.070562362670898,9.114020347595215
569,4.343461990356445,7.805490016937256
570,3.887188673019409,9.467920303344727
571,1.2166990927653387e-05,0.006580932065844536
572,4.072547912597656,7.5942277908325195
573,4.4061384201049805,10.038772583007812
574,4.50554084777832,10.352960586547852
575,1.3066548490314744e-05,0.007137136533856392
576,4.440302848815918,8.090763092041016
577,2.977644681930542,7.131554126739502
578,1.3581636267190333e-05,0.007143777795135975
579,5.546097755432129,8.572171211242676
580,5.076851844787598,8.927928924560547
581,4.802150249481201,8.892430305480957
582,4.44798469543457,8.702245712280273
583,4.46186637878418,9.243697166442871
584,2.729996681213379,9.144819259643555
585,3.6561782360076904,8.099416732788086
586,1.3878192476113327e-05,0.00906374305486679
587,3.245882511138916,7.857422828674316
588,1.0613881386234425e-05,0.008428666740655899
589,3.2787227630615234,8.11018180847168
590,3.483482837677002,9.673908233642578
591,2.782421350479126,8.987798690795898
592,2.5721147060394287,8.679252624511719
593,2.351632595062256,8.695849418640137
594,1.328069806098938,8.794078826904297
595,2.0532386302948,7.759093761444092
596,1.472719430923462,8.508675575256348
597,0.7980612516403198,7.0443339347839355
598,1.8942080736160278,7.7325944900512695
599,1.6955339908599854,7.639057159423828
600,1.260890007019043,8.777037620544434
601,1.301501652051229e-05,0.011107716709375381
602,1.2133824825286865,7.213523864746094
603,0.9393209218978882,7.392254829406738
604,1.2782807350158691,6.999372959136963
605,0.5083375573158264,9.193256378173828
606,1.1250205039978027,7.200926780700684
607,4.130621164222248e-06,0.006728252861648798
608,2.680483818054199,7.654563903808594
609,1.0696263313293457,7.171926021575928
610,4.469792656891514e-06,0.007298218086361885
611,1.7580528259277344,7.501458644866943
612,0.9193379878997803,8.905230522155762
613,1.274287223815918,6.7752227783203125
614,2.2698682187183294e-06,0.005790173541754484
615,1.8848435878753662,7.601349830627441
616,1.5812957286834717,6.748782634735107
617,1.4236071109771729,6.033687591552734
618,5.454000529425684e-06,0.008028716780245304
619,0.9906446933746338,5.994396209716797
620,0.6773891448974609,7.112025737762451
621,0.9630241990089417,5.469141006469727
622,3.3306646400887985e-06,0.006877950858324766
623,0.7397739887237549,6.179557800292969
624,0.4551084339618683,5.092931270599365
625,0.6793251633644104,5.2178215980529785
626,5.180983862373978e-06,0.009211013093590736
627,0.7313726544380188,5.251327037811279
628,0.7118279933929443,4.822702407836914
629,4.9745194701245055e-06,0.008633204735815525
630,0.6717437505722046,4.89175271987915
631,0.6687474846839905,5.196222305297852
632,0.65704345703125,4.556733131408691
633,0.6416752338409424,4.428487777709961
634,4.741876637126552e-06,0.00863383337855339
635,0.9435034990310669,4.730156898498535
636,3.707083124027122e-06,0.00773125234991312
637,0.8485669493675232,4.59807825088501
638,0.889472246170044,4.641529083251953
639,0.8276535272598267,4.7769670486450195
640,0.8515588641166687,4.446814060211182
641,0.9180560111999512,4.605016708374023
642,0.9745551347732544,4.713568687438965
643,1.0623672008514404,4.583279132843018
644,6.145782208477613e-06,0.00796719454228878
645,0.7656415104866028,4.527439594268799
646,0.8938413858413696,4.436834335327148
647,0.5008948445320129,5.979321002960205
648,5.081268682260998e-06,0.0072057126089930534
649,0.890764057636261,4.454934120178223
650,1.260619044303894,4.879563331604004
651,6.979444606258767e-06,0.008708839304745197
652,0.4773762822151184,6.115151882171631
653,1.2341498136520386,6.490358829498291
654,0.9191818237304688,4.724001884460449
655,0.763876736164093,4.617133617401123
656,0.7822661399841309,4.946085453033447
657,0.9922245740890503,4.873187065124512
658,0.9720828533172607,4.714125633239746
659,4.220588834868977e-06,0.006520329974591732
660,0.7925633192062378,4.020221710205078
661,0.8133448362350464,4.547850608825684
662,0.9311811923980713,4.6021318435668945
663,0.9892768859863281,4.524144649505615
664,7.308996828214731e-06,0.007661609910428524
665,1.1792460680007935,3.996325969696045
666,1.262763500213623,5.024162292480469
667,1.0051242113113403,4.957137107849121
668,7.368018486886285e-06,0.006399085745215416
669,1.041945219039917,4.9118170738220215
670,1.6034760475158691,5.337856292724609
671,1.410032033920288,4.167016506195068
672,1.5385914593935013e-05,0.00937748420983553
673,1.727780818939209,6.128424167633057
674,1.613641381263733,4.773996353149414
675,1.5557620525360107,6.333199977874756
676,1.388864278793335,4.888105392456055
677,1.5402315855026245,6.461475849151611
678,1.8729767799377441,6.871855735778809
679,2.9053204343654215e-05,0.011415507644414902
680,1.9860361814498901,4.696028232574463
681,1.75009024143219,5.415931224822998
682,2.0067620277404785,5.565370082855225
683,1.286208862438798e-05,0.0075634075328707695
684,2.9596779346466064,5.494324207305908
685,1.4082230336498469e-05,0.008251403458416462
686,2.069791793823242,6.041818618774414
687,2.0400843620300293,6.004482746124268
688,2.3423614501953125,6.2198967933654785
689,1.9625556468963623,5.671702861785889
690,2.056178569793701,5.927839756011963
691,2.2984180450439453,6.177613258361816
692,2.1458733081817627,5.919206619262695
693,2.9111242294311523,6.1866135597229
694,1.1126123354188167e-05,0.006492656655609608
695,4.100905418395996,7.408035755157471
696,1.2841315765399486e-05,0.007976739667356014
697,3.749037742614746,6.134535312652588
698,1.5688394341850653e-05,0.009634345769882202
699,3.6250905990600586,6.3571248054504395
700,3.2473936080932617,8.03912353515625
701,3.5630035400390625,6.868587493896484
702,3.3436644077301025,6.38832426071167
703,3.3143386840820312,6.493364334106445
704,3.393263339996338,6.748614311218262
705,2.8266515731811523,8.39160442352295
706,9.945915735443123e-06,0.00588019285351038
707,3.5101747512817383,6.165041446685791
708,3.4356040954589844,6.575523853302002
709,3.3789045810699463,6.666501998901367
710,3.445296287536621,6.682204723358154
711,3.451179027557373,6.660799503326416
712,3.3683295249938965,6.665454864501953
713,8.884788258001208e-06,0.006060122977942228
714,3.7567944526672363,6.819018840789795
715,8.529039405402727e-06,0.006774224806576967
716,3.1173629760742188,7.978184223175049
717,3.250587224960327,6.071325302124023
718,3.3711137771606445,7.068216800689697
719,2.8603997230529785,5.7202019691467285
720,2.293966293334961,6.635888576507568
721,7.289750556083163e-06,0.005276819691061974
